Time,south_north,west_east,hgt,lat,lon
1,1,169,0,-41.3831596374512,-55.4298400878906
1,1,170,0,-41.3766593933106,-55.3123474121094
1,1,171,0,-41.370059967041,-55.1948547363281
1,1,172,0,-41.3633804321289,-55.077392578125
1,1,173,0,-41.3565940856934,-54.9599609375
1,1,174,0,-41.349723815918,-54.842529296875
1,1,175,0,-41.3427581787109,-54.72509765625
1,1,176,0,-41.335693359375,-54.6077270507813
1,1,177,0,-41.328540802002,-54.4903564453125
1,1,178,0,-41.3212966918945,-54.3730163574219
1,1,179,0,-41.3139572143555,-54.2556762695313
1,1,180,0,-41.3065338134766,-54.1383666992188
1,1,181,0,-41.2990074157715,-54.0210876464844
1,1,182,0,-41.2913818359375,-53.9038391113281
1,1,183,0,-41.2836723327637,-53.7865905761719
1,1,184,0,-41.2758674621582,-53.6693725585938
1,1,185,0,-41.2679710388184,-53.5521850585938
1,1,186,0,-41.2599868774414,-53.4349975585938
1,1,187,0,-41.251895904541,-53.3178405761719
1,1,188,0,-41.2437324523926,-53.2007141113281
1,1,189,0,-41.2354545593262,-53.0836181640625
1,1,190,0,-41.2270927429199,-52.9665222167969
1,1,191,0,-41.2186393737793,-52.8494567871094
1,1,192,0,-41.2101020812988,-52.732421875
1,1,193,0,-41.2014579772949,-52.6154174804688
1,1,194,0,-41.1927223205566,-52.4984130859375
1,1,195,0,-41.1838989257813,-52.3814697265625
1,1,196,0,-41.174976348877,-52.2645263671875
1,1,197,0,-41.1659736633301,-52.1475830078125
1,1,198,0,-41.1568717956543,-52.0307006835938
1,1,199,0,-41.1476745605469,-51.9138488769531
1,2,1,0,-41.0596771240234,-75.2078857421875
1,2,2,0,-41.0688591003418,-75.0911560058594
1,2,3,0,-41.0779571533203,-74.9743957519531
1,2,4,0,-41.0869636535645,-74.8576049804688
1,2,5,0,-41.095874786377,-74.7407836914063
1,2,6,0,-41.1046867370605,-74.6239318847656
1,2,7,0,-41.1134147644043,-74.507080078125
1,2,8,0,-41.1220436096191,-74.3901672363281
1,2,9,0,-41.1305923461914,-74.2732543945313
1,2,10,0,-41.1390342712402,-74.1563110351563
1,2,11,0,-41.147388458252,-74.0393676757813
1,2,12,169.802993774414,-41.1556549072266,-73.92236328125
1,2,13,377.8837890625,-41.163818359375,-73.8053588867188
1,2,14,253.200973510742,-41.1718940734863,-73.6883239746094
1,2,15,120.855186462402,-41.1798706054688,-73.5712890625
1,2,16,148.644317626953,-41.1877746582031,-73.4541931152344
1,2,17,162.667495727539,-41.1955680847168,-73.3370971679688
1,2,18,160.895080566406,-41.2032699584961,-73.219970703125
1,2,19,128.61750793457,-41.2108840942383,-73.1028442382813
1,2,20,75.7924575805664,-41.2184028625488,-72.9856872558594
1,2,21,61.632740020752,-41.2258224487305,-72.8684997558594
1,2,22,164.91423034668,-41.2331619262695,-72.7512817382813
1,2,23,280.144775390625,-41.240406036377,-72.6340637207031
1,2,24,369.737365722656,-41.24755859375,-72.5168151855469
1,2,25,553.3525390625,-41.2546043395996,-72.3995666503906
1,2,26,755.675720214844,-41.2615661621094,-72.2822875976563
1,2,27,907.879516601563,-41.2684364318848,-72.1649780273438
1,2,28,1073.71594238281,-41.2752113342285,-72.0476379394531
1,2,29,1255.89367675781,-41.2818870544434,-71.9302978515625
1,2,30,1296.99255371094,-41.2884788513184,-71.8129577636719
1,2,31,1250.908203125,-41.2949829101563,-71.695556640625
1,2,32,1287.64086914063,-41.301383972168,-71.5781860351563
1,2,33,1468.84289550781,-41.3076858520508,-71.4607543945313
1,2,34,1577.10107421875,-41.313907623291,-71.3433227539063
1,2,35,1406.67211914063,-41.3200378417969,-71.2258911132813
1,2,36,1239.44653320313,-41.3260612487793,-71.1083984375
1,2,37,1192.36218261719,-41.3320007324219,-70.9909362792969
1,2,38,1155.79052734375,-41.3378372192383,-70.8734130859375
1,2,39,1146.88781738281,-41.3435974121094,-70.7559204101563
1,2,40,1196.76135253906,-41.3492431640625,-70.6383666992188
1,2,41,1213.62841796875,-41.3548164367676,-70.5208435058594
1,2,42,1228.79260253906,-41.3602867126465,-70.4032592773438
1,2,43,1331.99340820313,-41.3656578063965,-70.2857055664063
1,2,44,1362.44812011719,-41.3709487915039,-70.1680908203125
1,2,45,1251.18981933594,-41.3761367797852,-70.0504760742188
1,2,46,1094.93115234375,-41.3812255859375,-69.932861328125
1,2,47,989.627990722656,-41.3862419128418,-69.8152465820313
1,2,48,999.749755859375,-41.3911437988281,-69.6975708007813
1,2,49,998.468811035156,-41.3959693908691,-69.5799255371094
1,2,50,909.795715332031,-41.400691986084,-69.4622192382813
1,2,51,878.58203125,-41.4053268432617,-69.3445434570313
1,2,52,907.030090332031,-41.4098625183105,-69.2268371582031
1,2,53,935.487060546875,-41.4143028259277,-69.109130859375
1,2,54,964.416381835938,-41.4186553955078,-68.9913940429688
1,2,55,948.172119140625,-41.422908782959,-68.8736572265625
1,2,56,910.62451171875,-41.4270782470703,-68.7559204101563
1,2,57,929.648986816406,-41.4311561584473,-68.6381225585938
1,2,58,989.742248535156,-41.4351272583008,-68.5203552246094
1,2,59,1010.48052978516,-41.4390144348145,-68.402587890625
1,2,60,1007.78997802734,-41.4428024291992,-68.2847900390625
1,2,61,1045.42895507813,-41.4464950561523,-68.1669616699219
1,2,62,1101.11596679688,-41.4501037597656,-68.0491333007813
1,2,63,1115.67822265625,-41.45361328125,-67.9313354492188
1,2,64,1096.37963867187,-41.4570274353027,-67.8134765625
1,2,65,1102.03002929688,-41.4603462219238,-67.6956176757813
1,2,66,1140.11499023438,-41.4635734558105,-67.5777587890625
1,2,67,1163.60815429688,-41.4667129516602,-67.4598999023438
1,2,68,1163.4755859375,-41.4697494506836,-67.342041015625
1,2,69,1197.19567871094,-41.4727058410645,-67.2241516113281
1,2,70,1287.93493652344,-41.4755592346191,-67.1062622070313
1,2,71,1361.60546875,-41.4783210754395,-66.9883422851563
1,2,72,1321.16284179688,-41.4809913635254,-66.8704528808594
1,2,73,1174.24829101563,-41.4835586547852,-66.7525329589844
1,2,74,1021.01690673828,-41.4860420227051,-66.6346130371094
1,2,75,895.551391601563,-41.4884414672852,-66.5166931152344
1,2,76,780.174011230469,-41.4907264709473,-66.3987426757813
1,2,77,681.710327148438,-41.492919921875,-66.2808227539063
1,2,78,574.098510742188,-41.4950370788574,-66.1628723144531
1,2,79,456.723602294922,-41.4970436096191,-66.044921875
1,2,80,389.864105224609,-41.4989700317383,-65.9269409179688
1,2,81,350.104522705078,-41.5007858276367,-65.8089904785156
1,2,82,304.603088378906,-41.5025253295898,-65.6910095214844
1,2,83,269.932067871094,-41.5041656494141,-65.5730285644531
1,2,84,234.906265258789,-41.5057106018066,-65.455078125
1,2,85,185.334655761719,-41.5071640014649,-65.3370666503906
1,2,86,122.596824645996,-41.5085144042969,-65.2190856933594
1,2,87,60.9687309265137,-41.5097770690918,-65.1011047363281
1,2,88,15.3026027679443,-41.5109519958496,-64.9830932617188
1,2,89,0,-41.5120277404785,-64.8651123046875
1,2,90,0,-41.5130195617676,-64.7471008300781
1,2,91,0,-41.5139045715332,-64.6290893554688
1,2,92,0,-41.5147018432617,-64.5111083984375
1,2,93,0,-41.5154037475586,-64.3930969238281
1,2,94,0,-41.5160140991211,-64.2750854492188
1,2,95,0,-41.5165214538574,-64.1570739746094
1,2,96,0,-41.5169448852539,-64.0390625
1,2,97,0,-41.517276763916,-63.9210510253906
1,2,98,0,-41.5174980163574,-63.8030395507813
1,2,99,0,-41.5176467895508,-63.6850280761719
1,2,100,0,-41.517692565918,-63.5670166015625
1,2,101,0,-41.5176467895508,-63.448974609375
1,2,102,0,-41.5174980163574,-63.3309631347656
1,2,103,0,-41.517276763916,-63.2129516601563
1,2,104,0,-41.5169448852539,-63.0949401855469
1,2,105,0,-41.5165214538574,-62.9769287109375
1,2,106,0,-41.5160140991211,-62.8589172363281
1,2,107,0,-41.5154037475586,-62.7409057617188
1,2,108,0,-41.5147018432617,-62.6228942871094
1,2,109,0,-41.5139045715332,-62.5048828125
1,2,110,0,-41.5130195617676,-62.3869018554688
1,2,111,0,-41.5120277404785,-62.2688903808594
1,2,112,0,-41.5109519958496,-62.1509094238281
1,2,113,0,-41.5097770690918,-62.0328979492188
1,2,114,0,-41.5085144042969,-61.9149169921875
1,2,115,0,-41.5071640014649,-61.7969360351563
1,2,116,0,-41.5057106018066,-61.678955078125
1,2,117,0,-41.5041656494141,-61.5609741210938
1,2,118,0,-41.5025253295898,-61.4429931640625
1,2,119,0,-41.5007858276367,-61.3250122070313
1,2,120,0,-41.4989700317383,-61.2070617675781
1,2,121,0,-41.4970436096191,-61.089111328125
1,2,122,0,-41.4950370788574,-60.9711303710938
1,2,123,0,-41.492919921875,-60.8532104492188
1,2,124,0,-41.4907264709473,-60.7352600097656
1,2,125,0,-41.4884414672852,-60.6173095703125
1,2,126,0,-41.4860420227051,-60.4993896484375
1,2,127,0,-41.4835586547852,-60.3814697265625
1,2,128,0,-41.4809913635254,-60.2635498046875
1,2,129,0,-41.4783210754395,-60.1456298828125
1,2,130,0,-41.4755592346191,-60.0277404785156
1,2,131,0,-41.4727058410645,-59.9098510742188
1,2,132,0,-41.4697494506836,-59.7919616699219
1,2,133,0,-41.4667129516602,-59.6741027832031
1,2,134,0,-41.4635734558105,-59.5562133789063
1,2,135,0,-41.4603462219238,-59.4383544921875
1,2,136,0,-41.4570274353027,-59.3205261230469
1,2,137,0,-41.45361328125,-59.2026977539063
1,2,138,0,-41.4501037597656,-59.0848388671875
1,2,139,0,-41.4464950561523,-58.967041015625
1,2,140,0,-41.4428024291992,-58.8492126464844
1,2,141,0,-41.4390144348145,-58.7314453125
1,2,142,0,-41.4351272583008,-58.6136474609375
1,2,143,0,-41.4311561584473,-58.495849609375
1,2,144,0,-41.4270782470703,-58.3781127929688
1,2,145,0,-41.422908782959,-58.2603454589844
1,2,146,0,-41.4186553955078,-58.1426086425781
1,2,147,0,-41.4143028259277,-58.0248718261719
1,2,148,0,-41.4098625183105,-57.9071655273438
1,2,149,0,-41.4053268432617,-57.7894592285156
1,2,150,0,-41.400691986084,-57.6717529296875
1,2,151,0,-41.3959693908691,-57.5540771484375
1,2,152,0,-41.3911437988281,-57.4364318847656
1,2,153,0,-41.3862419128418,-57.3187866210938
1,2,154,0,-41.3812255859375,-57.2011413574219
1,2,155,0,-41.3761367797852,-57.08349609375
1,2,156,0,-41.3709487915039,-56.9659118652344
1,2,157,0,-41.3656578063965,-56.8483276367188
1,2,158,0,-41.3602867126465,-56.7307434082031
1,2,159,0,-41.3548164367676,-56.6131591796875
1,2,160,0,-41.3492431640625,-56.49560546875
1,2,161,0,-41.3435974121094,-56.3780822753906
1,2,162,0,-41.3378372192383,-56.2605590820313
1,2,163,0,-41.3320007324219,-56.14306640625
1,2,164,0,-41.3260612487793,-56.0255737304688
1,2,165,0,-41.3200378417969,-55.9081420898438
1,2,166,0,-41.313907623291,-55.7906799316406
1,2,167,0,-41.3076858520508,-55.6732482910156
1,2,168,0,-41.301383972168,-55.5558471679688
1,2,169,0,-41.2949829101563,-55.4384460449219
1,2,170,0,-41.2884788513184,-55.321044921875
1,2,171,0,-41.2818870544434,-55.2037048339844
1,2,172,0,-41.2752113342285,-55.0863647460938
1,2,173,0,-41.2684364318848,-54.9690246582031
1,2,174,0,-41.2615661621094,-54.8517456054688
1,2,175,0,-41.2546043395996,-54.7344360351563
1,2,176,0,-41.24755859375,-54.6171875
1,2,177,0,-41.240406036377,-54.4999389648438
1,2,178,0,-41.2331619262695,-54.3827209472656
1,2,179,0,-41.2258224487305,-54.2655029296875
1,2,180,0,-41.2184028625488,-54.1483154296875
1,2,181,0,-41.2108840942383,-54.0311584472656
1,2,182,0,-41.2032699584961,-53.9140319824219
1,2,183,0,-41.1955680847168,-53.7969055175781
1,2,184,0,-41.1877746582031,-53.6798095703125
1,2,185,0,-41.1798706054688,-53.562744140625
1,2,186,0,-41.1718940734863,-53.4456787109375
1,2,187,0,-41.163818359375,-53.3286437988281
1,2,188,0,-41.1556549072266,-53.2116394042969
1,2,189,0,-41.147388458252,-53.0946655273438
1,2,190,0,-41.1390342712402,-52.9776916503906
1,2,191,0,-41.1305923461914,-52.8607482910156
1,2,192,0,-41.1220436096191,-52.7438354492188
1,2,193,0,-41.1134147644043,-52.626953125
1,2,194,0,-41.1046867370605,-52.5100708007813
1,2,195,0,-41.095874786377,-52.3932189941406
1,2,196,0,-41.0869636535645,-52.2764282226563
1,2,197,0,-41.0779571533203,-52.1596069335938
1,2,198,0,-41.0688591003418,-52.0428466796875
1,2,199,0,-41.0596771240234,-51.9261169433594
1,3,1,0,-40.9716415405273,-75.1956787109375
1,3,2,0,-40.9808158874512,-75.0790405273438
1,3,3,0,-40.9899063110352,-74.96240234375
1,3,4,0,-40.9989051818848,-74.845703125
1,3,5,0,-41.0078125,-74.72900390625
1,3,6,0,-41.0166244506836,-74.6123046875
1,3,7,0,-41.025333404541,-74.4955444335938
1,3,8,0,-41.0339660644531,-74.3787841796875
1,3,9,0,-41.0424957275391,-74.2619934082031
1,3,10,0,-41.0509414672852,-74.1451721191406
1,3,11,12.5663013458252,-41.0592880249023,-74.0283203125
1,3,12,292.118041992188,-41.0675392150879,-73.9114685058594
1,3,13,491.552642822266,-41.0757102966309,-73.7945861816406
1,3,14,266.332580566406,-41.0837745666504,-73.6776733398438
1,3,15,127.627838134766,-41.0917587280273,-73.5607299804688
1,3,16,172.265777587891,-41.0996437072754,-73.4437866210938
1,3,17,154.370849609375,-41.1074295043945,-73.3268127441406
1,3,18,141.04475402832,-41.1151313781738,-73.2098083496094
1,3,19,131.37532043457,-41.1227378845215,-73.0927734375
1,3,20,91.2899169921875,-41.130256652832,-72.9757690429688
1,3,21,47.5273971557617,-41.1376647949219,-72.8587036132813
1,3,22,31.6108932495117,-41.1450004577637,-72.7416076660156
1,3,23,172.068176269531,-41.1522331237793,-72.62451171875
1,3,24,496.262664794922,-41.1593818664551,-72.5073852539063
1,3,25,656.046508789063,-41.1664199829102,-72.3902587890625
1,3,26,673.908813476563,-41.1733856201172,-72.2730712890625
1,3,27,788.9404296875,-41.1802444458008,-72.1558837890625
1,3,28,1060.12426757813,-41.1870155334473,-72.0386962890625
1,3,29,1387.42346191406,-41.1936836242676,-71.9214782714844
1,3,30,1407.0537109375,-41.2002754211426,-71.8042602539063
1,3,31,1376.6044921875,-41.2067680358887,-71.68701171875
1,3,32,1442.28771972656,-41.2131652832031,-71.5697021484375
1,3,33,1384.04187011719,-41.2194671630859,-71.4524230957031
1,3,34,1296.1044921875,-41.2256774902344,-71.3351135253906
1,3,35,1145.96948242188,-41.2317962646484,-71.2178039550781
1,3,36,1057.52856445312,-41.2378234863281,-71.1004638671875
1,3,37,1118.9677734375,-41.2437629699707,-70.9830932617188
1,3,38,1166.15966796875,-41.2496032714844,-70.86572265625
1,3,39,1170.20690917969,-41.2553405761719,-70.7483215332031
1,3,40,1178.40454101563,-41.2609901428223,-70.6309204101563
1,3,41,1136.78393554688,-41.2665557861328,-70.5134887695313
1,3,42,1095.07885742188,-41.2720222473145,-70.3960571289063
1,3,43,1146.79724121094,-41.277400970459,-70.2785949707031
1,3,44,1195.32202148438,-41.2826766967773,-70.1611328125
1,3,45,1165.98876953125,-41.2878646850586,-70.0436401367188
1,3,46,1100.53833007813,-41.2929611206055,-69.9261474609375
1,3,47,1051.16479492188,-41.2979621887207,-69.8086242675781
1,3,48,1003.15979003906,-41.3028717041016,-69.6911010742188
1,3,49,942.189575195312,-41.3076858520508,-69.5735473632813
1,3,50,885.909912109375,-41.3124008178711,-69.4559936523438
1,3,51,859.016967773438,-41.3170318603516,-69.3384399414063
1,3,52,862.249572753906,-41.3215637207031,-69.2208557128906
1,3,53,864.282958984375,-41.3260002136231,-69.103271484375
1,3,54,879.506958007813,-41.3303489685059,-68.9856567382813
1,3,55,902.040649414062,-41.3346099853516,-68.8680419921875
1,3,56,892.866333007813,-41.3387680053711,-68.7504272460938
1,3,57,906.986450195313,-41.3428344726563,-68.6327819824219
1,3,58,965.790222167969,-41.3468132019043,-68.51513671875
1,3,59,984.091918945312,-41.3506927490234,-68.3974609375
1,3,60,985.570983886719,-41.3544769287109,-68.27978515625
1,3,61,1038.99194335938,-41.3581695556641,-68.162109375
1,3,62,1085.29724121094,-41.3617706298828,-68.0444030761719
1,3,63,1098.24194335938,-41.3652801513672,-67.9266967773438
1,3,64,1117.16772460938,-41.3686943054199,-67.8089904785156
1,3,65,1127.76977539063,-41.3720169067383,-67.6912841796875
1,3,66,1122.47119140625,-41.3752403259277,-67.5735473632813
1,3,67,1117.826171875,-41.3783721923828,-67.455810546875
1,3,68,1126.94091796875,-41.3814125061035,-67.3380432128906
1,3,69,1169.38269042969,-41.3843574523926,-67.2202758789063
1,3,70,1265.25,-41.3872184753418,-67.1025085449219
1,3,71,1351.25659179688,-41.3899765014649,-66.9847412109375
1,3,72,1329.26293945313,-41.392635345459,-66.866943359375
1,3,73,1218.28784179688,-41.3952140808105,-66.7491760253906
1,3,74,1075.38745117188,-41.3976898193359,-66.6313781738281
1,3,75,931.778930664063,-41.4000701904297,-66.5135498046875
1,3,76,804.636047363281,-41.4023704528809,-66.395751953125
1,3,77,690.262451171875,-41.4045677185059,-66.2779541015625
1,3,78,577.624938964844,-41.4066772460938,-66.1600952148438
1,3,79,483.04052734375,-41.4086875915527,-66.0422973632813
1,3,80,422.840881347656,-41.4106025695801,-65.9244384765625
1,3,81,356.021362304688,-41.4124221801758,-65.8066101074219
1,3,82,289.319030761719,-41.4141578674316,-65.6887817382813
1,3,83,253.871658325195,-41.4157943725586,-65.5709228515625
1,3,84,222.033325195313,-41.4173431396484,-65.4530639648438
1,3,85,181.820770263672,-41.4187889099121,-65.335205078125
1,3,86,124.642585754395,-41.4201469421387,-65.2173461914063
1,3,87,50.7729568481445,-41.4214096069336,-65.0994873046875
1,3,88,4.93504619598389,-41.4225769042969,-64.9815979003906
1,3,89,0,-41.4236488342285,-64.8637390136719
1,3,90,0,-41.4246368408203,-64.745849609375
1,3,91,0,-41.4255218505859,-64.6279907226563
1,3,92,0,-41.4263229370117,-64.5101013183594
1,3,93,0,-41.4270286560059,-64.3922119140625
1,3,94,0,-41.4276351928711,-64.2743225097656
